Mac OS X,,Mac OS Sierra,I don't use version control and I don't know what it is,,,,,,,,,,,,Python,,,C++,,,,,,,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know either of those,No documentation,Comments in the source code,,,,,,,,,,,,,,,"None, but I want to learn",Not relevant to my project(s),,I'm not using a web-based repository,,,,,,I have written my own simple programs,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh",No and I don't know what it is,Physical Sciences,Git and version control,Jupyter notebooks,Integrated development environments,Automated testing,,,,Documentation,2017-11-14 07:35:17,2017-11-14 07:39:30
Windows,,7,I don't use version control and I don't know what it is,,,,,,,,,,Matlab,,Python,,C,C++,,,,,,,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know either of those,,Comments in the source code,,,,,,,,,,,,Makefiles,,,,,,I'm not using a web-based repository,,,,,,I have written my own simple programs,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh","Yes, I am using an IDE (such as Pyzo, NinjaIDE, PyCharm, VisualStudio, CLion, Multi, RStudio, Eclipse, or other)","Electrical Engineering, Electronic Engineering, Information Engineering",Git and version control,Jupyter notebooks,Integrated development environments,Automated testing,CMake,Modular code development,Software licensing,Documentation,2017-11-13 18:32:16,2017-11-13 18:37:51
Mac OS X,,mac ,I don't use version control and I don't know what it is,,,,,,,,,,,R,Python,,,,,,,,,,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know either of those,,Comments in the source code,,,,,,,,,,,,,,,,Not relevant to my project(s),,,GitHub,,,,,I have written my own simple programs,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh","Yes, I am using an IDE (such as Pyzo, NinjaIDE, PyCharm, VisualStudio, CLion, Multi, RStudio, Eclipse, or other)",Computer and Information Sciences,Git and version control,,,,CMake,Modular code development,Software licensing,,2017-11-13 18:00:36,2017-11-13 18:06:58
Windows,,Windows 7,,,,Git,,,,,,,,R,Python,,,,,,,,,,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know either of those,,Comments in the source code,,,,,,,,,,,,,,,"None, but I want to learn",,,,GitHub,,,,,I have written my own simple programs,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh","Yes, I am using an IDE (such as Pyzo, NinjaIDE, PyCharm, VisualStudio, CLion, Multi, RStudio, Eclipse, or other)",Earth and Related Environmental Sciences,,Jupyter notebooks,,,,Modular code development,,,2017-11-13 17:42:30,2017-11-13 17:50:55
Mac OS X,,10.12,I don't use version control and I don't know what it is,,,,,,,,,,Matlab,R,,,,,,,,,,,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know either of those,,Comments in the source code,,,,,,,,,,,,,,,,Not relevant to my project(s),,I'm not using a web-based repository,,,,,,I have written many small codes and/or contributed to large complex software,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh","Yes, I am using an IDE (such as Pyzo, NinjaIDE, PyCharm, VisualStudio, CLion, Multi, RStudio, Eclipse, or other)",Medical Biotechnology,,,Integrated development environments,,,Modular code development,,,2017-11-13 17:06:12,2017-11-13 17:08:18
Mac OS X,,10.12,I don't use version control and I don't know what it is,,,,,,,,,,Matlab,R,,,,,,,,,,,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know either of those,,Comments in the source code,,,,,,,,,,,,,,,,Not relevant to my project(s),,I'm not using a web-based repository,,,,,,I have written many small codes and/or contributed to large complex software,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh","Yes, I am using an IDE (such as Pyzo, NinjaIDE, PyCharm, VisualStudio, CLion, Multi, RStudio, Eclipse, or other)",Other Engineering and Technologies,,,,,,Modular code development,,,2017-11-13 17:00:41,2017-11-13 17:05:20
Mac OS X,,Mac os high sierra,,I don't use version control but I know what it is,,,,,,,,,Matlab,,Python,,C,C++,,Fortran 90+,,,,,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know either of those,,Comments in the source code,,,,,,,,,,,,Makefiles,,,,,,,GitHub,GitLab,,,,I have written many small codes and/or contributed to large complex software,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh",No and I don't know what it is,Physical Sciences,Git and version control,Jupyter notebooks,,Automated testing,,,,,2017-11-13 16:42:19,2017-11-13 16:48:01
Mac OS X,,10.12,I don't use version control and I don't know what it is,,,,,,,,,,Matlab,R,,,,,,,,,,,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know either of those,,Comments in the source code,,,,,,,,,,,,,,,,Not relevant to my project(s),,I'm not using a web-based repository,,,,,,I have written many small codes and/or contributed to large complex software,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh","Yes, I am using an IDE (such as Pyzo, NinjaIDE, PyCharm, VisualStudio, CLion, Multi, RStudio, Eclipse, or other)",Medical Biotechnology,,,Integrated development environments,,,Modular code development,,,2017-11-13 16:32:51,2017-11-13 16:46:14
Mac OS X,,macOS Sierra 10.12.6,,,,Git,,,,,,,,,Python,,,,,,,,,,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know either of those,,Comments in the source code,,,,,,,,Markdown,README files,,,,,,"None, but I want to learn",,,,GitHub,,,,,I have written many small codes and/or contributed to large complex software,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh","Yes, I am using an IDE (such as Pyzo, NinjaIDE, PyCharm, VisualStudio, CLion, Multi, RStudio, Eclipse, or other)","Electrical Engineering, Electronic Engineering, Information Engineering",Git and version control,Jupyter notebooks,Integrated development environments,Automated testing,,Modular code development,,,2017-11-13 15:27:18,2017-11-13 15:45:59
Linux,,16.04,I don't use version control and I don't know what it is,,,,,,,,,,Matlab,,,,,,,,,,,,No but I know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know either of those,,Comments in the source code,,,,,,,,,,,,,,,"None, but I want to learn",,,I'm not using a web-based repository,,,,,,I have written my own simple programs,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh",No and I don't know what it is,Physical Sciences,Git and version control,,Integrated development environments,Automated testing,CMake,,Software licensing,Documentation,2017-11-13 15:12:35,2017-11-13 15:16:44
Linux,,"Ubuntu 16.04, i3 desktop",,,,Git,,,,,,,Matlab,R,Python,,,,,,,,,,Yes,No and I don't know what it is,No and I don't know what it is,No and I don't know either of those,,Comments in the source code,,,,,,,,Markdown,README files,,,,,,"None, but I want to learn",,,,,GitLab,,,,I have written many small codes and/or contributed to large complex software,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh","Yes, I am using an IDE (such as Pyzo, NinjaIDE, PyCharm, VisualStudio, CLion, Multi, RStudio, Eclipse, or other)",Computer and Information Sciences,Git and version control,Jupyter notebooks,,,,Modular code development,,Documentation,2017-11-13 14:02:10,2017-11-13 15:04:33
Mac OS X,,cant remember,,,,Git,,,,,,,,,Python,,,,,,,,,,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know either of those,No documentation,,,,,,,,,,,,,,,,"None, but I want to learn",,,,,GitLab,,,,I have written my own simple programs,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh","Yes, I am using an IDE (such as Pyzo, NinjaIDE, PyCharm, VisualStudio, CLion, Multi, RStudio, Eclipse, or other)",Computer and Information Sciences,,Jupyter notebooks,,,,Modular code development,,,2017-11-13 14:52:39,2017-11-13 14:57:15
Windows,,win 10,,,,Git,,,,,,,,,Python,,C,C++,,,,,,,No but I know what it is,No and I don't know what it is,No but I know what it is,No and I don't know either of those,,,,,,,,,,,README files,,,,,,,Not relevant to my project(s),,I'm not using a web-based repository,,,,,,I have written many small codes and/or contributed to large complex software,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh","Yes, I am using an IDE (such as Pyzo, NinjaIDE, PyCharm, VisualStudio, CLion, Multi, RStudio, Eclipse, or other)",Computer and Information Sciences,Git and version control,Jupyter notebooks,,Automated testing,CMake,Modular code development,,,2017-11-13 14:15:45,2017-11-13 14:18:49
Mac OS X,,,,,,Git,,,,,,,,,Python,,,,,,,,,,No but I know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know either of those,,Comments in the source code,,,,,,,,,,,,,,,"None, but I want to learn",,,,GitHub,,,,,I have written many small codes and/or contributed to large complex software,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh",No and I don't know what it is,Computer and Information Sciences,Git and version control,Jupyter notebooks,,,,Modular code development,,Documentation,2017-11-13 14:06:19,2017-11-13 14:10:39
Mac OS X,,10.12.6,,,,Git,,,,,,,Matlab,,Python,,,C++,,,,,,,No but I know what it is,No and I don't know what it is,No but I know what it is,No and I don't know either of those,,,,,,,,PDF,,Markdown,,,,,,,"None, but I want to learn",,,,GitHub,GitLab,,,,I have written many small codes and/or contributed to large complex software,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh","Yes, I am using an IDE (such as Pyzo, NinjaIDE, PyCharm, VisualStudio, CLion, Multi, RStudio, Eclipse, or other)",Computer and Information Sciences,Git and version control,Jupyter notebooks,Integrated development environments,,CMake,Modular code development,,Documentation,2017-11-13 14:06:00,2017-11-13 14:10:34
Mac OS X,,macOS High Sierra,,I don't use version control but I know what it is,,Git,,,,,,,Matlab,,Python,,,C++,,,,,,,No but I know what it is,No but I know what it is,No but I know what it is,No and I don't know either of those,,Comments in the source code,,,,,,,,,,,,Makefiles,,,"None, but I want to learn",Not relevant to my project(s),,I'm not using a web-based repository,,,,,,I have written my own simple programs,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh",I have tried an IDE but I prefer text editors for my development,Computer and Information Sciences,Git and version control,Jupyter notebooks,Integrated development environments,,,Modular code development,,Documentation,2017-11-13 13:59:27,2017-11-13 14:06:14
Linux,,Ubuntu,,,,Git,,,,,,,,R,Python,,,,,,,,,,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know either of those,,Comments in the source code,,,,,,,,,README files,,,,,,"None, but I want to learn",,,,GitHub,,,,,I have written my own simple programs,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh",I have tried an IDE but I prefer text editors for my development,Biological Sciences,,,Integrated development environments,,,Modular code development,,Documentation,2017-11-13 12:15:47,2017-11-13 13:04:28
Mac OS X,,macOS Sierra,I don't use version control and I don't know what it is,,,,,,,,,,Matlab,R,Python,,,,,,,,,,Yes,No but I know what it is,No and I don't know what it is,No and I don't know either of those,,Comments in the source code,,Wiki,,,,PDF,,,README files,,,,,,"None, but I want to learn",,,,GitHub,,,,,I have written many small codes and/or contributed to large complex software,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh","Yes, I am using an IDE (such as Pyzo, NinjaIDE, PyCharm, VisualStudio, CLion, Multi, RStudio, Eclipse, or other)",Health Sciences,Git and version control,Jupyter notebooks,,Automated testing,CMake,Modular code development,,Documentation,2017-11-13 11:35:11,2017-11-13 12:06:31
Mac OS X,,macOS Sierra,,,,Git,,,,,,,,R,,,C,,,,,,,,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know either of those,,Comments in the source code,Doxygen,,,,,,,,,,CMake,,,,,,,,GitHub,,,,,I have written my own simple programs,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh","Yes, I am using an IDE (such as Pyzo, NinjaIDE, PyCharm, VisualStudio, CLion, Multi, RStudio, Eclipse, or other)",Health Sciences,Git and version control,,,Automated testing,CMake,Modular code development,Software licensing,Documentation,2017-11-13 11:37:06,2017-11-13 11:42:01
Mac OS X,,10.12.6,,,,Git,,,,,,,,R,Python,,,,,,,,,,No and I don't know what it is,No and I don't know what it is,No but I know what it is,No and I don't know either of those,,Comments in the source code,,,,,,,,Markdown,,,,,,,"None, but I want to learn",,,,GitHub,,,,,I have written my own simple programs,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh","Yes, I am using an IDE (such as Pyzo, NinjaIDE, PyCharm, VisualStudio, CLion, Multi, RStudio, Eclipse, or other)",Biological Sciences,Git and version control,,,Automated testing,,Modular code development,,Documentation,2017-11-09 12:25:36,2017-11-09 12:29:04
Linux,,Ubuntu,,,,Git,,,,,,,Matlab,,Python,,C,,,,,,,,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know either of those,,Comments in the source code,,,,,,,,,README files,,,Makefiles,,,"None, but I want to learn",,,,,,Bitbucket,,,I have written my own simple programs,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh","Yes, I am using an IDE (such as Pyzo, NinjaIDE, PyCharm, VisualStudio, CLion, Multi, RStudio, Eclipse, or other)",Other Natural Sciences,,,Integrated development environments,Automated testing,,Modular code development,,Documentation,2017-11-04 13:05:13,2017-11-04 13:10:55
