Mac OS X,,Latest Mac OS ,,,,Git,,Subversion,,,,,Matlab,,Python,,,C++,,Fortran 90+,,,,,No but I know what it is,No but I know what it is,No but I know what it is,No but I know what at least one of them does,,Comments in the source code,Doxygen,,RST/Sphinx,"Read the Docs",MkDocs,,,Markdown,README files,,CMake,,,,,,,,GitHub,,,,,I am an expert,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh","Yes, I am using an IDE (such as Pyzo, NinjaIDE, PyCharm, VisualStudio, CLion, Multi, RStudio, Eclipse, or other)",Civil Engineering,Git and version control,,,,CMake,,,,Reproducible research,2018-03-01 07:55:22,2018-03-01 07:58:37
Mac OS X,,"Currently MacOS Sierra, but might be upgraded before the workshop. ",,I don't use version control but I know what it is,,Git,,,,,,,,,Python,,,,Fortran 77,,,,,,No but I know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know either of those,,Comments in the source code,,,,,,,,,,,,Makefiles,,,,,,I'm not using a web-based repository,,,,,,I have written many small codes and/or contributed to large complex software,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh",No and I don't know what it is,Chemical Sciences,Git and version control,Jupyter notebooks,Integrated development environments,,CMake,,,,,2018-02-28 16:00:37,2018-02-28 16:13:18
Mac OS X,,version 10.13.3 ,,I don't use version control but I know what it is,,,,,,,,,,,Python,,,,,,,,,,No but I know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know either of those,,Comments in the source code,,,,,,,,Markdown,README files,,,,,,"None, but I want to learn",,,I'm not using a web-based repository,,,,,,I have written my own simple programs,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh",I know what IDEs are but have not tried any,Physical Sciences,,,Integrated development environments,Automated testing,,Modular code development,,Documentation,Reproducible research,2018-02-28 14:09:33,2018-02-28 14:20:40
Mac OS X,,10.12.6,,,,Git,,,,,,,,R,Python,Perl,,C++,,,,,,,No but I know what it is,No but I know what it is,No but I know what it is,No but I know what at least one of them does,,,,,,,,,,Markdown,,,,,,,"None, but I want to learn",,,,GitHub,,,,,I have written many small codes and/or contributed to large complex software,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh","Yes, I am using an IDE (such as Pyzo, NinjaIDE, PyCharm, VisualStudio, CLion, Multi, RStudio, Eclipse, or other)",Biological Sciences,Git and version control,Jupyter notebooks,Integrated development environments,Automated testing,CMake,Modular code development,Software licensing,Documentation,Reproducible research,2018-02-28 14:06:23,2018-02-28 14:18:57
Linux,,Mint,,,,Git,,,,,,,,,Python,,,,,,,,,,Yes,No and I don't know what it is,No and I don't know what it is,No and I don't know either of those,,Comments in the source code,,Wiki,RST/Sphinx,,,,HMTL,,,,,,,,"None, but I want to learn",,,,GitHub,GitLab,,,,I have written my own simple programs,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh",I have tried an IDE but I prefer text editors for my development,Chemical Sciences,Git and version control,Jupyter notebooks,Integrated development environments,Automated testing,CMake,Modular code development,,,,2018-02-28 13:58:03,2018-02-28 14:05:54
Mac OS X,,10.13.3,,,,Git,,,,,,,,,Python,,,,,,,,,,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know either of those,,,,Wiki,,,,,,Markdown,README files,,,,,,"None, but I want to learn",,,,GitHub,GitLab,,,,"Basic understanding and experience, I have looked through code and made minor adjustments","I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh","Yes, I am using an IDE (such as Pyzo, NinjaIDE, PyCharm, VisualStudio, CLion, Multi, RStudio, Eclipse, or other)",Computer and Information Sciences,Git and version control,,Integrated development environments,,,,,Documentation,Reproducible research,2018-02-28 12:56:43,2018-02-28 13:01:33
Mac OS X,,macOS High Sierra,,,,Git,,,,,,,,,Python,,C,C++,,,,,,,No but I know what it is,No but I know what it is,Yes,No but I know what at least one of them does,,Comments in the source code,,,RST/Sphinx,,,,,,README files,,,,,,"None, but I want to learn",,,,GitHub,,,,,I have written many small codes and/or contributed to large complex software,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh",I have tried an IDE but I prefer text editors for my development,Biological Sciences,,,,Automated testing,CMake,Modular code development,Software licensing,Documentation,Reproducible research,2018-02-27 14:22:56,2018-02-27 14:33:14
Linux,,Ubuntu 16.06 LTS,,,,Git,,,,,,,,R,Python,,,,,,,,,,No but I know what it is,No and I don't know what it is,No and I don't know what it is,No but I know what at least one of them does,,Comments in the source code,,,,,,,,,README files,,,,,,"None, but I want to learn",,,,,GitLab,,,,I have written many small codes and/or contributed to large complex software,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh",I know what IDEs are but have not tried any,Basic Medicine,Git and version control,,,Automated testing,CMake,Modular code development,Software licensing,Documentation,Reproducible research,2018-02-27 08:57:07,2018-02-27 09:10:32
Mac OS X,,OS X 10.13.3 High Sierra,,,,Git,,Subversion,,,,,,,Python,,,C++,Fortran 77,,,,,,No and I don't know what it is,No and I don't know what it is,No and I don't know what it is,No and I don't know either of those,,Comments in the source code,,,,,,,,,README files,,,Makefiles,,,,,,,GitHub,,,,,I have written my own simple programs,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh",I know what IDEs are but have not tried any,Physical Sciences,Git and version control,,Integrated development environments,Automated testing,CMake,Modular code development,,,,2018-02-26 09:15:05,2018-02-26 09:20:56
Linux,,Ubuntu 16.04,,,,Git,,,,,,,,,Python,,,C++,,,,,,,No but I know what it is,No and I don't know what it is,No but I know what it is,No but I know what at least one of them does,,Comments in the source code,,,,,,,,,README files,,CMake,,,,,,,,,GitLab,,,,I have written my own simple programs,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh",I know what IDEs are but have not tried any,Physical Sciences,,Jupyter notebooks,Integrated development environments,,CMake,Modular code development,,,,2018-02-26 08:33:04,2018-02-26 08:37:41
Mac OS X,,macOS 10.12.6 or higher,,,,,,,CVS,,,,,,,,C,,,Fortran 90+,,,,,No but I know what it is,No but I know what it is,No but I know what it is,No but I know what at least one of them does,,Comments in the source code,,,,,,,,,README files,,,Makefiles,,,,,,I'm not using a web-based repository,,,,,,I have written many small codes and/or contributed to large complex software,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh",I have tried an IDE but I prefer text editors for my development,Physical Sciences,Git and version control,Jupyter notebooks,Integrated development environments,Automated testing,CMake,,Software licensing,,,2018-02-23 16:32:46,2018-02-23 16:42:33
Windows,,Windows 10,,,,Git,,,,,,,Matlab,,Python,,,C++,,,,,,,Yes,Yes,No but I know what it is,No and I don't know either of those,,Comments in the source code,,,RST/Sphinx,,,,,,,,,,,,"None, but I want to learn",,,,GitHub,GitLab,,,,I have written my own simple programs,"I know what most of the following commands do: cd, ls, cat, mv, rm, chmod, man, mkdir, cp, ssh","Yes, I am using an IDE (such as Pyzo, NinjaIDE, PyCharm, VisualStudio, CLion, Multi, RStudio, Eclipse, or other)",Earth and Related Environmental Sciences,Git and version control,,,Automated testing,CMake,Modular code development,Software licensing,,,2018-02-21 21:36:10,2018-02-21 21:44:08
